tree_id,civic_number,std_street,genus_name,species_name,cultivar_name,common_name,assigned,root_barrier,plant_area,on_street_block,on_street,neighbourhood_name,street_side_name,height_range_id,diameter,curb,date_planted,longitude,latitude,area,Month,Year
72481,6426,DOMAN ST,PRUNUS,AVIUM,NA,MAZZARD CHERRY,N,N,4,6400,DOMAN ST,KILLARNEY,EVEN,2,17.5,Y,NA,-123.036503,49.225283,van_east,NA,NA
72492,6591,DOMAN ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,3200,E 50TH AV,KILLARNEY,ODD,3,28,N,NA,-123.036946,49.223719,van_east,NA,NA
72772,4622,DUCHESS ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,4600,DUCHESS ST,RENFREW-COLLINGWOOD,EVEN,3,31,Y,NA,-123.047495,49.243167,van_east,NA,NA
72908,3251,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,3200,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,ODD,3,25,Y,NA,-123.072924,49.255803,van_east,NA,NA
72913,3274,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,3200,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,EVEN,3,24,Y,NA,-123.072777,49.2556,van_east,NA,NA
72915,3282,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,3200,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,EVEN,3,19,Y,NA,-123.072781,49.255453,van_east,NA,NA
72918,3295,DUMFRIES ST,PRUNUS,SERRULATA,PINK PERFECTION,PINK PERFECTION CHERRY,N,N,10,3200,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,ODD,3,23,Y,NA,-123.072947,49.255269,van_east,NA,NA
72919,3306,DUMFRIES ST,PRUNUS,SERRULATA,PINK PERFECTION,PINK PERFECTION CHERRY,N,N,10,3300,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,EVEN,3,16,Y,NA,-123.072794,49.255197,van_east,NA,NA
72921,3318,DUMFRIES ST,PRUNUS,SERRULATA,PINK PERFECTION,PINK PERFECTION CHERRY,N,N,10,3300,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,EVEN,3,26.5,Y,NA,-123.072802,49.254989,van_east,NA,NA
72922,3321,DUMFRIES ST,PRUNUS,SERRULATA,PINK PERFECTION,PINK PERFECTION CHERRY,N,N,10,3300,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,ODD,3,29,Y,NA,-123.072955,49.25515,van_east,NA,NA
72945,3708,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,9,1500,E 21ST AV,KENSINGTON-CEDAR COTTAGE,EVEN,3,35,Y,NA,-123.073103,49.251596,van_east,NA,NA
72992,4473,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,4400,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,ODD,3,35.5,Y,NA,-123.073575,49.244719,van_east,NA,NA
72993,4486,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,4400,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,EVEN,3,34,Y,NA,-123.073419,49.244669,van_east,NA,NA
72994,4491,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,4400,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,ODD,3,28,Y,NA,-123.073577,49.244594,van_east,NA,NA
73002,4546,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,4500,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,EVEN,3,28.25,Y,NA,-123.073436,49.244097,van_east,NA,NA
73004,4554,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,4500,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,EVEN,3,34,Y,NA,-123.073446,49.243972,van_east,NA,NA
73007,4575,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,4500,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,ODD,3,35.5,Y,NA,-123.073604,49.243861,van_east,NA,NA
73013,1488,E 30TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,4600,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,ODD,3,31.75,Y,NA,-123.073611,49.243469,van_east,NA,NA
73015,4620,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,4600,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,EVEN,3,26,Y,NA,-123.073458,49.243458,van_east,NA,NA
73016,4625,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,4600,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,ODD,3,26.5,Y,NA,-123.073623,49.243356,van_east,NA,NA
73017,4628,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,4600,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,EVEN,3,23,Y,NA,-123.073463,49.243336,van_east,NA,NA
73031,4749,DUMFRIES ST,PRUNUS,SERRULATA,NA,JAPANESE FLOWERING CHERRY,N,N,10,4700,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,ODD,3,29,Y,NA,-123.073662,49.242339,van_east,NA,NA
73033,4760,DUMFRIES ST,PRUNUS,SERRULATA,NA,JAPANESE FLOWERING CHERRY,N,N,10,4700,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,EVEN,3,24,Y,NA,-123.073503,49.242106,van_east,NA,NA
73038,4792,DUMFRIES ST,PRUNUS,SERRULATA,NA,JAPANESE FLOWERING CHERRY,N,N,10,4700,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,EVEN,2,33.5,Y,NA,-123.073515,49.241761,van_east,NA,NA
73129,5860,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,5800,DUMFRIES ST,VICTORIA-FRASERVIEW,EVEN,2,14,Y,NA,-123.074238,49.231133,van_east,NA,NA
73134,5909,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,4,5900,DUMFRIES ST,VICTORIA-FRASERVIEW,ODD,3,21.75,Y,NA,-123.074401,49.2305,van_east,NA,NA
73142,5983,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,B,5900,DUMFRIES ST,VICTORIA-FRASERVIEW,ODD,3,7,Y,NA,NA,NA,van_east,NA,NA
73144,5998,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,7,5900,DUMFRIES ST,VICTORIA-FRASERVIEW,EVEN,3,21,Y,NA,-123.074278,49.229858,van_east,NA,NA
73147,6018,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,7,6000,DUMFRIES ST,VICTORIA-FRASERVIEW,EVEN,3,20,Y,NA,-123.074279,49.229647,van_east,NA,NA
73151,6044,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,7,6000,DUMFRIES ST,VICTORIA-FRASERVIEW,EVEN,3,16.25,Y,NA,-123.074289,49.229431,van_east,NA,NA
73153,6080,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,7,6000,DUMFRIES ST,VICTORIA-FRASERVIEW,EVEN,2,26,Y,NA,-123.074296,49.229244,van_east,NA,NA
73157,6089,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,4,6000,DUMFRIES ST,VICTORIA-FRASERVIEW,ODD,2,20.25,Y,NA,-123.074443,49.229161,van_east,NA,NA
73161,6125,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,6100,DUMFRIES ST,VICTORIA-FRASERVIEW,ODD,2,11,Y,NA,-123.074462,49.228742,van_east,NA,NA
73163,6153,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,6100,DUMFRIES ST,VICTORIA-FRASERVIEW,ODD,2,13,Y,NA,-123.074473,49.228492,van_east,NA,NA
73165,6163,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,6100,DUMFRIES ST,VICTORIA-FRASERVIEW,ODD,3,16,Y,NA,-123.074481,49.228383,van_east,NA,NA
73267,6935,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,9,6900,DUMFRIES ST,VICTORIA-FRASERVIEW,ODD,2,20,Y,NA,-123.074774,49.221247,van_east,NA,NA
73268,6936,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,9,6900,DUMFRIES ST,VICTORIA-FRASERVIEW,EVEN,3,19,Y,NA,-123.074606,49.221253,van_east,NA,NA
73295,7130,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,7,7100,DUMFRIES ST,VICTORIA-FRASERVIEW,EVEN,3,28,Y,NA,-123.075398,49.219304,van_east,NA,NA
73300,7180,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,7,7100,DUMFRIES ST,VICTORIA-FRASERVIEW,EVEN,3,27,Y,NA,-123.075404,49.21907,van_east,NA,NA
73981,124,DUNLEVY AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,5,400,ALEXANDER ST,STRATHCONA,EVEN,3,19,Y,NA,-123.094764,49.283942,van_east,NA,NA
73982,124,DUNLEVY AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,5,400,ALEXANDER ST,STRATHCONA,EVEN,3,16,Y,NA,-123.094872,49.283945,van_east,NA,NA
74269,5905,EARLES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,9,2700,E 44TH AV,VICTORIA-FRASERVIEW,EVEN,2,24.5,Y,NA,-123.048965,49.230303,van_east,NA,NA
74270,5905,EARLES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,N,2700,E 44TH AV,VICTORIA-FRASERVIEW,EVEN,2,22,Y,NA,-123.049124,49.2303,van_east,NA,NA
74272,5905,EARLES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,N,2700,E 44TH AV,VICTORIA-FRASERVIEW,EVEN,3,19.5,Y,NA,-123.049319,49.230303,van_east,NA,NA
74654,4506,ELGIN ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,14,1100,E 29TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,3,35,Y,NA,-123.082531,49.244556,van_east,NA,NA
75269,7011,ELMHURST DRIVE,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,12,2800,E 54TH AV,KILLARNEY,EVEN,2,13,Y,NA,-123.048216,49.220125,van_east,NA,NA
75270,7011,ELMHURST DRIVE,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,12,2800,E 54TH AV,KILLARNEY,EVEN,2,7.5,Y,NA,-123.048367,49.220128,van_east,NA,NA
75441,2895,ETON ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,5,300,N RENFREW ST,HASTINGS-SUNRISE,ODD,3,22.5,Y,NA,-123.044216,49.288128,van_east,NA,NA
75477,3654,E 25TH AV,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,N,N,8,3600,E 25TH AV,RENFREW-COLLINGWOOD,EVEN,1,3,Y,2011-03-14,-123.024976,49.24785,van_east,Mar,2011
75546,3208,EUCLID AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,12,5100,SPENCER ST,RENFREW-COLLINGWOOD,EVEN,3,28,Y,NA,-123.038521,49.238042,van_east,NA,NA
76018,5391,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,5300,FLEMING ST,KENSINGTON-CEDAR COTTAGE,ODD,3,15.25,Y,NA,NA,NA,van_east,NA,NA
76026,5445,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,5400,FLEMING ST,KENSINGTON-CEDAR COTTAGE,ODD,3,26,Y,NA,-123.072881,49.23523,van_east,NA,NA
76032,5495,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,B,5400,FLEMING ST,KENSINGTON-CEDAR COTTAGE,ODD,3,27,Y,NA,-123.072943,49.234873,van_east,NA,NA
76040,5508,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,5500,FLEMING ST,KENSINGTON-CEDAR COTTAGE,EVEN,3,24.5,Y,NA,-123.072747,49.234593,van_east,NA,NA
76045,5532,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,5500,FLEMING ST,KENSINGTON-CEDAR COTTAGE,EVEN,3,34.5,Y,NA,-123.072751,49.234317,van_east,NA,NA
76058,5618,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,5600,FLEMING ST,KENSINGTON-CEDAR COTTAGE,EVEN,2,14,Y,NA,NA,NA,van_east,NA,NA
76063,5654,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,5600,FLEMING ST,KENSINGTON-CEDAR COTTAGE,EVEN,2,17,Y,NA,-123.072793,49.233158,van_east,NA,NA
76080,5812,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,5800,FLEMING ST,VICTORIA-FRASERVIEW,EVEN,3,26,Y,NA,-123.072836,49.231614,van_east,NA,NA
76090,5882,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,5800,FLEMING ST,VICTORIA-FRASERVIEW,EVEN,2,15,Y,NA,-123.072861,49.230828,van_east,NA,NA
76091,5883,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,5800,FLEMING ST,VICTORIA-FRASERVIEW,ODD,3,18,Y,NA,-123.073036,49.230853,van_east,NA,NA
76099,5983,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,12,5900,FLEMING ST,VICTORIA-FRASERVIEW,ODD,3,21,Y,NA,-123.073067,49.229889,van_east,NA,NA
76107,6082,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,12,6000,FLEMING ST,VICTORIA-FRASERVIEW,EVEN,3,17,Y,NA,-123.072911,49.229139,van_east,NA,NA
76108,6085,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,12,6000,FLEMING ST,VICTORIA-FRASERVIEW,ODD,3,21,Y,NA,-123.07309,49.229111,van_east,NA,NA
76147,6637,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,9,6600,FLEMING ST,VICTORIA-FRASERVIEW,ODD,2,22,Y,NA,-123.073285,49.223947,van_east,NA,NA
76181,6836,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,9,6800,FLEMING ST,VICTORIA-FRASERVIEW,EVEN,3,30,Y,NA,-123.073183,49.222239,van_east,NA,NA
76227,1608,E 55TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,N,7000,FLEMING ST,VICTORIA-FRASERVIEW,EVEN,2,18.5,Y,NA,-123.073222,49.219889,van_east,NA,NA
76230,7088,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,N,7000,FLEMING ST,VICTORIA-FRASERVIEW,EVEN,3,14.5,Y,NA,-123.073659,49.219656,van_east,NA,NA
76231,7116,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,N,7100,FLEMING ST,VICTORIA-FRASERVIEW,EVEN,2,16,Y,NA,-123.073786,49.219572,van_east,NA,NA
76232,7116,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,N,7100,FLEMING ST,VICTORIA-FRASERVIEW,EVEN,3,17,Y,NA,-123.073876,49.219475,van_east,NA,NA
76236,7187,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,N,7100,FLEMING ST,VICTORIA-FRASERVIEW,ODD,3,19,Y,NA,-123.074063,49.218994,van_east,NA,NA
76237,7203,FLEMING ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,N,7200,FLEMING ST,VICTORIA-FRASERVIEW,ODD,3,22,Y,NA,-123.074064,49.218898,van_east,NA,NA
76309,884,E 64TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,N,800,E 64TH AV,SUNSET,EVEN,1,3,Y,2008-04-08,NA,NA,van_east,Apr,2008
76383,1430,FRANKLIN ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,Y,N,B,1400,FRANKLIN ST,GRANDVIEW-WOODLAND,EVEN,3,17.8,Y,NA,-123.074769,49.282158,van_east,NA,NA
76384,1430,FRANKLIN ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,Y,N,B,1400,FRANKLIN ST,GRANDVIEW-WOODLAND,EVEN,3,15.5,Y,NA,-123.074827,49.282158,van_east,NA,NA
76404,1889,FRANKLIN ST,PRUNUS,SARGENTII,RANCHO,RANCHO SARGENT CHERRY,N,N,3,200,VICTORIA DRIVE,GRANDVIEW-WOODLAND,ODD,3,10.5,Y,NA,-123.065647,49.282339,van_east,NA,NA
76406,1889,FRANKLIN ST,PRUNUS,SARGENTII,RANCHO,RANCHO SARGENT CHERRY,N,N,3,200,VICTORIA DRIVE,GRANDVIEW-WOODLAND,ODD,2,10,Y,NA,-123.065643,49.282517,van_east,NA,NA
76409,1901,FRANKLIN ST,PRUNUS,SARGENTII,RANCHO,RANCHO SARGENT CHERRY,N,N,4,200,VICTORIA DRIVE,GRANDVIEW-WOODLAND,EVEN,3,14,Y,NA,-123.065454,49.282219,van_east,NA,NA
76451,2405,FRANKLIN ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,C,200,NANAIMO ST,HASTINGS-SUNRISE,EVEN,2,15,Y,NA,-123.056383,49.282389,van_east,NA,NA
76453,2405,FRANKLIN ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,C,200,NANAIMO ST,HASTINGS-SUNRISE,EVEN,2,22,Y,NA,-123.056373,49.282247,van_east,NA,NA
76471,2510,FRANKLIN ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,Y,N,5,2500,FRANKLIN ST,HASTINGS-SUNRISE,EVEN,2,19,N,NA,-123.054041,49.282019,van_east,NA,NA
76487,4856,DUMFRIES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,9,4800,DUMFRIES ST,KENSINGTON-CEDAR COTTAGE,EVEN,1,6.5,Y,2008-04-08,-123.073539,49.240808,van_east,Apr,2008
76507,224,W 14TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,200,W 14TH AV,MOUNT PLEASANT,EVEN,3,17,Y,NA,-123.110335,49.258611,van_east,NA,NA
76566,2651,FRASER ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,600,E 11TH AV,MOUNT PLEASANT,ODD,3,22,Y,NA,-123.089327,49.260667,van_east,NA,NA
76587,3005,FRASER ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,600,E 14TH AV,MOUNT PLEASANT,EVEN,2,12.5,Y,NA,-123.08947,49.257861,van_east,NA,NA
76617,3479,FRASER ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,7,3400,FRASER ST,RILEY PARK,ODD,2,19,Y,NA,-123.09009,49.254006,van_east,NA,NA
76619,3510,FRASER ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,3500,FRASER ST,KENSINGTON-CEDAR COTTAGE,EVEN,3,26,Y,NA,-123.089825,49.253531,van_east,NA,NA
76622,3525,FRASER ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,3500,FRASER ST,RILEY PARK,ODD,2,23,Y,NA,-123.090124,49.253347,van_east,NA,NA
76627,3621,FRASER ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,3600,FRASER ST,RILEY PARK,ODD,2,27,Y,NA,-123.090157,49.252409,van_east,NA,NA
76703,4064,FRASER ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,700,E 24TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,3,19,Y,NA,-123.089817,49.249147,van_east,NA,NA
76922,680,E 51ST AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,600,E 51ST AV,SUNSET,EVEN,3,23.5,Y,NA,-123.091363,49.223528,van_east,NA,NA
76929,6858,FRASER ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,700,E 53RD AV,SUNSET,ODD,3,16,Y,NA,-123.090582,49.222047,van_east,NA,NA
77042,8589,FRASER ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,N,8500,FRASER ST,SUNSET,ODD,5,21,Y,NA,-123.091355,49.206758,van_east,NA,NA
77118,2310,FRASERVIEW DRIVE,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,4,2300,FRASERVIEW DRIVE,VICTORIA-FRASERVIEW,EVEN,3,14,Y,NA,-123.059016,49.211581,van_east,NA,NA
77681,1138,GARDEN DRIVE,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,1100,GARDEN DRIVE,GRANDVIEW-WOODLAND,EVEN,3,17,Y,NA,-123.057845,49.274375,van_east,NA,NA
77683,1158,GARDEN DRIVE,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,1100,GARDEN DRIVE,GRANDVIEW-WOODLAND,EVEN,2,15,Y,NA,-123.057853,49.274131,van_east,NA,NA
77684,1190,GARDEN DRIVE,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,1100,GARDEN DRIVE,GRANDVIEW-WOODLAND,EVEN,2,16.25,Y,NA,-123.057856,49.273989,van_east,NA,NA
77685,1190,GARDEN DRIVE,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,3,1190,WILLIAM ST,GRANDVIEW-WOODLAND,ODD,2,14.75,Y,NA,NA,NA,van_east,NA,NA
77686,1190,GARDEN DRIVE,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,4,1190,WILLIAM ST,GRANDVIEW-WOODLAND,ODD,2,15,Y,NA,NA,NA,van_east,NA,NA
77689,1206,GARDEN DRIVE,PRUNUS,SARGENTII,RANCHO,RANCHO SARGENT CHERRY,N,N,5,2200,CHARLES ST,GRANDVIEW-WOODLAND,ODD,3,26.5,Y,NA,-123.057391,49.2738,van_east,NA,NA
77936,7459,GATINEAU PLACE,PRUNUS,AVIUM,NA,MAZZARD CHERRY,N,N,N,7400,GATINEAU PLACE,VICTORIA-FRASERVIEW,ODD,4,32.5,Y,NA,-123.052495,49.216319,van_east,NA,NA
78058,1201,E GEORGIA ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,B,1200,E GEORGIA ST,STRATHCONA,ODD,2,11,Y,NA,NA,NA,van_east,NA,NA
78059,1201,E GEORGIA ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,B,600,VERNON DRIVE,STRATHCONA,EVEN,3,16.5,Y,NA,-123.079099,49.278861,van_east,NA,NA
78180,2696,E GEORGIA ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,5,700,SLOCAN ST,HASTINGS-SUNRISE,ODD,2,33.75,Y,NA,-123.049419,49.277967,van_east,NA,NA
78181,2696,E GEORGIA ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,7,700,SLOCAN ST,HASTINGS-SUNRISE,ODD,2,21,Y,NA,-123.049423,49.278117,van_east,NA,NA
78953,6592,GLADSTONE ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,6500,GLADSTONE ST,VICTORIA-FRASERVIEW,EVEN,3,39,Y,NA,-123.062279,49.224178,van_east,NA,NA
78957,6597,GLADSTONE ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,6500,GLADSTONE ST,VICTORIA-FRASERVIEW,ODD,2,28,Y,NA,-123.062455,49.224175,van_east,NA,NA
78969,6692,GLADSTONE ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,6600,GLADSTONE ST,VICTORIA-FRASERVIEW,EVEN,3,43,Y,NA,-123.062415,49.223281,van_east,NA,NA
78977,6728,GLADSTONE ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,6700,GLADSTONE ST,VICTORIA-FRASERVIEW,EVEN,3,37,Y,NA,-123.062451,49.222761,van_east,NA,NA
78980,6775,GLADSTONE ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,6700,GLADSTONE ST,VICTORIA-FRASERVIEW,ODD,3,35,Y,NA,-123.062629,49.222517,van_east,NA,NA
78981,6784,GLADSTONE ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,6700,GLADSTONE ST,VICTORIA-FRASERVIEW,EVEN,3,36,Y,NA,-123.062456,49.222444,van_east,NA,NA
79148,178,W 37TH AV,PRUNUS,SERRULATA,NA,JAPANESE FLOWERING CHERRY,N,N,N,100,W 37TH AV,RILEY PARK,EVEN,1,10,N,NA,-123.110364,49.237133,van_east,NA,NA
79218,2520,GLEN DRIVE,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,2500,GLEN DRIVE,MOUNT PLEASANT,EVEN,2,24,Y,NA,-123.081301,49.262033,van_east,NA,NA
